TRANSACTION_AMT,TRANSACTION_DT
1834.25,2015-03-12
224.48,2015-03-06
58.58,2015-04-16
1750,2015-03-03
1033.86,2015-05-21
590,2015-04-15
2594.79,2015-03-02
231.02,2015-06-08
684,2015-02-27
1958.71,2015-05-05
522.94,2015-01-15
2927.65,2015-04-08
22.41,2015-03-11
58.65,2015-06-05
439.53,2015-06-24
2500,2015-03-04
67.98,2015-04-20
995.39,2015-02-28
66.7,2015-01-27
82.77,2015-01-13
2.37,2015-03-04
43.95,2015-01-12
1000,2015-06-02
17,2015-02-25
520,2015-05-13
162.58,2015-04-30
44.76,2015-04-16
58.8,2015-04-30
3705,2015-06-15
257,2015-04-17
0.09,2015-03-23
134.06,2015-04-27
9.7,2015-02-28
4498.39,2015-01-30
136.78,2015-03-03
357.58,2015-05-07
22.63,2015-05-08
26.77,2015-06-12
227.36,2015-06-25
37.14,2015-06-22
2100,2015-05-06
164.85,2015-05-18
59.01,2015-06-02
336.7,2015-05-19
19.59,2015-02-10
-1468,2015-02-28
2578.15,2015-06-01
371.15,2015-03-27
15.81,2015-04-29
315,2015-06-11
122.73,2015-02-12
3705.86,2015-01-30
100,2015-02-15
1527.48,2015-04-10
568.1,2015-06-22
20550,2015-02-26
14666.67,2015-05-19
1198.56,2015-04-30
126,2015-05-04
10000,2015-05-15
33,2015-02-26
67.62,2015-03-13
106.42,2015-04-16
350,2015-03-10
130,2015-01-09
750,2015-06-04
81.92,2015-03-20
1252.66,2015-05-01
195,2015-05-31
2777.42,2015-02-13
16753.73,2015-01-16
30,2015-03-31
94.79,2015-06-03
2923.89,2015-06-30
189.42,2015-06-12
132.17,2015-03-31
20.64,2015-06-17
780,2015-03-13
96.45,2015-06-23
1353.4,2015-04-02
34.59,2015-03-17
1050,2015-06-02
931,2015-06-04
34.57,2015-05-29
475,2015-03-23
350,2015-02-12
150,2015-01-16
7686.27,2015-04-20
614.67,2015-01-15
125,2015-01-28
1329.98,2015-03-31
205.93,2015-02-11
300,2015-03-07
35096.5,2015-01-14
1341.78,2015-01-02
2153.27,2015-04-30
14,2015-04-30
1082.43,2015-05-15
418,2015-03-11
82685.98,2015-05-29
13000,2015-05-15
28.7,2015-01-05
350,2015-02-13
31.1,2015-02-25
1431.47,2015-01-20
0.1,2015-01-05
60,2015-06-30
45,2015-02-28
78.34,2015-01-06
786.84,2015-04-30
136.95,2015-03-19
150,2015-06-25
2022.61,2015-02-13
100,2015-04-16
146.2,2015-03-17
420.74,2015-05-31
103.03,2015-02-28
926.42,2015-05-29
2750,2015-01-30
321.67,2015-06-01
384.79,2015-05-29
75,2015-01-12
266.27,2015-02-06
100,2015-01-10
500,2015-03-06
42,2015-01-08
181.61,2015-04-10
1434.33,2015-06-07
280.97,2015-04-09
57.91,2015-03-28
271.65,2015-06-10
1669.9,2015-02-10
100,2015-05-15
186.3,2015-04-09
172.86,2015-03-24
10.33,2015-05-18
3450,2015-03-19
5969.49,2015-01-09
6153.25,2015-04-01
3802.48,2015-06-02
483.74,2015-05-19
87.85,2015-01-29
163.15,2015-01-15
149.95,2015-04-02
347.2,2015-06-23
352,2015-02-17
461.75,2015-04-30
250.3,2015-06-17
-375.19,2015-04-14
225.41,2015-04-15
73.68,2015-06-05
306.69,2015-02-06
143.25,2015-05-22
5.59,2015-03-20
750,2015-03-04
217.91,2015-03-15
1736,2015-05-15
264.32,2015-06-04
30,2015-05-16
30,2015-01-31
750.09,2015-05-05
103.61,2015-02-03
44.89,2015-04-01
0.2,2015-04-02
2235.27,2015-02-04
0.54,2015-05-29
1667.09,2015-03-13
244.65,2015-05-15
338.55,2015-03-16
354.41,2015-03-20
399,2015-04-20
31.25,2015-02-06
1235.16,2015-01-26
9639.57,2015-01-08
270,2015-06-19
30,2015-02-23
70.01,2015-01-26
459.02,2015-06-29
1917.04,2015-03-31
1510.11,2015-03-02
19.15,2015-01-15
111.63,2015-06-26
1498.64,2015-06-15
250.53,2015-04-28
1525.14,2015-04-30
47.38,2015-05-20
4200,2015-05-01
158.59,2015-06-13
1178.88,2015-04-14
350,2015-04-30
393,2015-03-26
44.53,2015-06-05
40,2015-03-27
2100,2015-03-18
600,2015-01-05
1439.79,2015-06-17
75,2015-04-18
46.5,2015-05-25
800,2015-03-16
73605.42,2015-05-28
20.2,2015-05-27
171.15,2015-02-25
166,2015-03-08
428.1,2015-03-02
300,2015-02-26
693.25,2015-02-27
89.6,2015-03-08
1740.86,2015-03-13
1171.8,2015-01-12
965.25,2015-02-04
13.05,2015-03-31
10000,2015-06-19
6440,2015-05-12
83.37,2015-03-03
757.48,2015-04-23
4483.95,2015-03-03
500,2015-03-16
100,2015-02-03
1736.17,2015-04-28
495,2015-06-01
175,2015-04-30
175,2015-02-11
727.47,2015-02-09
1635,2015-05-05
488.25,2015-05-14
255,2015-06-26
10,2015-03-11
156.22,2015-06-30
610,2015-03-02
142.12,2015-05-22
4335.21,2015-05-29
12.68,2015-04-16
1531.25,2015-03-03
68.26,2015-06-11
150,2015-02-05
1.99,2015-06-01
501.48,2015-03-05
560,2015-06-18
38.3,2015-01-06
1000,2015-03-23
0.8,2015-06-12
16000,2015-02-18
10000,2015-04-20
0.54,2015-02-02
100.57,2015-06-05
69.99,2015-06-29
1200.39,2015-02-10
155.87,2015-02-13
230,2015-06-04
100,2015-02-28
541.7,2015-03-18
1175,2015-03-09
9000,2015-03-19
8247.88,2015-06-22
1059.51,2015-05-29
5496.09,2015-04-06
168.52,2015-06-08
25,2015-06-03
5588.02,2015-02-04
143.19,2015-02-06
95.75,2015-03-02
200,2015-02-25
240.85,2015-06-28
28.8,2015-01-02
853.82,2015-06-30
650,2015-01-02
500,2015-04-16
277.5,2015-05-04
36.99,2015-04-06
29,2015-03-21
2000,2015-06-15
11.77,2015-01-31
1,2015-01-21
1500,2015-05-31
156.93,2015-03-23
237,2015-05-10
3700.9,2015-01-23
13050,2015-05-18
49.87,2015-03-30
3139.27,2015-06-01
139.52,2015-04-23
0.03,2015-03-04
72.8,2015-02-20
45,2015-05-26
44.26,2015-06-01
40,2015-01-05
8.05,2015-03-26
1524.2,2015-03-06
2026,2015-04-30
1426.21,2015-04-15
9,2015-05-21
1472.64,2015-01-17
42.2,2015-02-06
53.98,2015-05-22
1750,2015-02-18
1081.98,2015-06-01
68.25,2015-01-20
11.89,2015-06-17
1200,2015-03-25
300,2015-06-16
1048.38,2015-06-30
7461.18,2015-01-29
426.95,2015-04-06
2179.76,2015-02-25
210,2015-01-21
45.83,2015-04-02
2000,2015-03-19
293.97,2015-04-10
337.61,2015-04-15
237.5,2015-06-18
21.49,2015-02-03
129.81,2015-02-04
26.97,2015-01-26
237.3,2015-06-26
99,2015-02-03
3.2,2015-06-02
328.99,2015-06-24
1380.29,2015-06-30
469.25,2015-04-15
267.35,2015-04-16
34,2015-04-27
1750,2015-02-18
100,2015-04-06
5.84,2015-05-12
2807.18,2015-05-20
428.2,2015-05-13
2595.53,2015-06-30
629.32,2015-02-20
59.95,2015-05-31
500,2015-01-21
150,2015-04-19
971.2,2015-05-06
100,2015-03-09
1000,2015-04-03
3500,2015-01-22
29.85,2015-06-15
418.76,2015-06-01
100.97,2015-06-30
1.26,2015-06-01
773.52,2015-05-21
970.6,2015-04-27
1208.76,2015-01-03
75,2015-02-26
150,2015-06-16
128,2015-04-29
1000,2015-01-22
623.25,2015-06-30
2982.79,2015-04-30
0.79,2015-06-19
293.6,2015-06-25
278.2,2015-04-24
70,2015-06-04
3629.7,2015-04-30
42.01,2015-05-06
2527.42,2015-01-15
62.97,2015-06-02
1500,2015-01-22
14.95,2015-03-21
216.96,2015-02-03
80.71,2015-02-02
1075,2015-04-03
11.55,2015-03-18
45.5,2015-04-15
-7000,2015-01-30
53.03,2015-01-07
5011.34,2015-05-27
247,2015-03-23
1250,2015-06-08
2480.77,2015-05-15
13.93,2015-03-17
129.66,2015-02-13
10,2015-01-28
2893.83,2015-04-30
1603,2015-01-06
305.03,2015-02-11
821.97,2015-06-25
2625,2015-03-04
482.62,2015-04-05
67.21,2015-02-05
2.32,2015-06-28
913.04,2015-03-24
210.38,2015-05-15
99,2015-05-04
2350,2015-02-23
532.67,2015-01-23
500,2015-05-28
492.7,2015-03-17
8679,2015-01-21
17.95,2015-01-05
59,2015-04-06
600,2015-02-27
7.14,2015-02-11
5,2015-04-30
84.96,2015-04-27
232.67,2015-03-31
421.99,2015-03-03
99.4,2015-06-29
175.5,2015-03-30
665.86,2015-01-27
6705,2015-03-10
102.1,2015-02-02
193.4,2015-05-23
528.22,2015-03-20
6660.87,2015-06-17
15105.68,2015-05-06
3034.41,2015-04-03
963,2015-05-07
10.7,2015-01-20
495,2015-01-05
26000,2015-06-04
395.1,2015-03-04
611.92,2015-06-30
2379.62,2015-04-16
600,2015-02-02
655.09,2015-01-08
73.78,2015-06-09
1293.8,2015-05-07
1412.09,2015-01-04
63.95,2015-02-01
64.76,2015-05-18
163.38,2015-04-21
7282.14,2015-05-29
57.96,2015-03-27
33.95,2015-04-09
366.85,2015-05-18
250,2015-06-30
500,2015-02-12
1000,2015-05-04
44.51,2015-04-09
17,2015-01-27
946.47,2015-02-27
25,2015-06-28
68.46,2015-05-22
243,2015-05-24
38.35,2015-06-19
75.81,2015-04-13
801.36,2015-02-27
166.28,2015-05-21
90.82,2015-03-31
8.49,2015-01-06
1558.2,2015-04-03
350,2015-04-24
674.72,2015-02-10
1376.06,2015-06-30
3549.96,2015-05-18
1106.2,2015-05-07
3435.58,2015-06-26
242.99,2015-05-05
450.37,2015-04-30
1383.65,2015-02-27
750,2015-06-26
424.76,2015-02-13
875,2015-02-02
30,2015-06-22
118.29,2015-04-21
161.95,2015-03-30
3472.46,2015-05-14
158,2015-04-15
13.2,2015-06-18
321.14,2015-03-11
88.74,2015-05-28
457.7,2015-05-19
67.98,2015-03-25
164.3,2015-05-06
72.29,2015-05-07
240,2015-06-22
750,2015-06-19
62.44,2015-03-04
0.07,2015-03-28
27.18,2015-02-05
1.75,2015-05-21
2500,2015-06-23
310.73,2015-03-18
254.12,2015-06-30
66,2015-05-01
18.2,2015-06-01
100.6,2015-04-03
969.31,2015-06-30
10.55,2015-02-20
472.5,2015-06-10
302.54,2015-03-12
1000,2015-02-27
17.8,2015-05-02
245.59,2015-03-04
32.4,2015-06-29
5118,2015-03-31
5000,2015-03-25
2500,2015-05-20
1000,2015-04-09
1201.92,2015-01-30
38.26,2015-01-15
2409.17,2015-06-23
1932.5,2015-03-31
703.29,2015-03-31
828.96,2015-04-03
970.15,2015-04-08
1099,2015-01-15
38.7,2015-06-10
70.15,2015-01-30
65,2015-02-18
5,2015-05-21
19.99,2015-04-17
2724.24,2015-06-22
93.6,2015-06-24
270.33,2015-01-08
486.67,2015-04-29
67.99,2015-01-21
1533.65,2015-06-15
20.16,2015-06-29
195.1,2015-01-10
79.3,2015-03-21
668.22,2015-06-18
232.71,2015-02-05
39.5,2015-03-20
20.13,2015-01-05
300,2015-06-04
38.03,2015-03-31
101.18,2015-04-10
3955.53,2015-04-09
2000,2015-05-31
55,2015-05-07
2500,2015-06-12
2281.77,2015-04-03
600,2015-06-26
48,2015-03-12
5000,2015-01-14
7,2015-03-10
44.95,2015-06-02
40,2015-03-13
236,2015-05-06
2617.74,2015-06-05
2.88,2015-02-25
14.38,2015-06-29
41.24,2015-04-22
28.52,2015-03-31
2180.22,2015-04-15
754.45,2015-02-28
78.01,2015-02-24
15.86,2015-05-21
14118.54,2015-06-05
54.47,2015-05-16
20.14,2015-05-16
200,2015-04-30
228.5,2015-05-12
328.93,2015-01-23
82.85,2015-05-04
270,2015-05-02
760.64,2015-04-19
1872.28,2015-04-15
352.19,2015-01-15
49.47,2015-03-31
48.6,2015-01-22
42.42,2015-04-08
1391.77,2015-06-05
190073.63,2015-01-15
2552.4,2015-03-25
2199.9,2015-03-19
200,2015-03-21
39575.26,2015-02-10
1435.4,2015-01-16
48.88,2015-01-30
84618.51,2015-03-26
2530,2015-04-02
150,2015-04-04
150,2015-06-02
200,2015-03-23
2833.33,2015-05-20
-19.99,2015-01-21
40.26,2015-03-02
6921.72,2015-04-16
57.66,2015-04-04
20.06,2015-06-12
1426.21,2015-03-13
568.1,2015-03-25
285,2015-06-02
2773.66,2015-05-29
3.59,2015-05-29
32.11,2015-04-09
109.86,2015-05-18
274.65,2015-05-20
500,2015-01-30
100,2015-05-15
621,2015-03-16
129.03,2015-05-11
25.75,2015-06-01
768,2015-06-06
123.72,2015-04-09
131,2015-04-15
220.35,2015-03-03
276.6,2015-04-02
500,2015-05-20
2549,2015-04-01
35,2015-01-05
10065.25,2015-05-22
41.42,2015-03-25
908.74,2015-01-12
252584.96,2015-06-05
23.26,2015-04-05
2243.84,2015-03-26
224.83,2015-02-13
30.85,2015-04-30
305.25,2015-01-02
222.36,2015-05-14
0.72,2015-06-05
750,2015-04-07
2100,2015-06-09
48,2015-06-10
3512.45,2015-04-30
145.44,2015-02-27
300,2015-03-20
14.75,2015-04-06
99.75,2015-06-23
210.35,2015-05-12
150,2015-01-04
20,2015-01-20
-7.85,2015-01-22
100,2015-01-26
165,2015-05-22
4.2,2015-01-11
-1880.62,2015-01-30
2483,2015-02-16
65,2015-03-05
300,2015-01-15
75,2015-03-15
1824.11,2015-06-01
780.42,2015-06-15
706,2015-04-10
4790,2015-06-04
16,2015-06-08
780.42,2015-06-19
700,2015-02-27
1500.5,2015-05-15
25,2015-04-30
3.5,2015-04-24
1000,2015-05-26
7.95,2015-04-02
14.8,2015-04-20
67.5,2015-06-26
65,2015-02-01
259.93,2015-05-22
180.84,2015-02-02
368.92,2015-06-05
25,2015-01-05
881.44,2015-01-30
188.13,2015-04-15
2400,2015-01-14
26750,2015-03-16
147.21,2015-02-24
1425,2015-03-13
692.2,2015-03-09
150,2015-02-22
58.45,2015-03-05
10500,2015-05-18
411.42,2015-06-24
99.99,2015-06-29
650,2015-01-31
34.5,2015-03-31
611.61,2015-04-22
385.03,2015-02-09
27,2015-01-15
7487.76,2015-02-05
1849.17,2015-02-04
525.27,2015-05-18
750,2015-01-30
180.05,2015-01-30
3220,2015-04-30
60.11,2015-05-24
34,2015-03-27
3.48,2015-02-12
8,2015-02-25
2352.58,2015-03-13
284.07,2015-04-17
483,2015-05-06
1504.33,2015-01-08
500,2015-03-10
1677.42,2015-01-16
8000,2015-01-12
4327.66,2015-01-30
577.04,2015-03-13
179.99,2015-02-13
1424.7,2015-03-31
232.75,2015-01-08
173.24,2015-04-13
210,2015-04-24
-1419.1,2015-06-12
33,2015-04-20
652.99,2015-05-15
660,2015-05-14
59,2015-01-30
609.96,2015-06-12
260.21,2015-04-30
3573.29,2015-06-30
201.45,2015-05-04
36.2,2015-06-12
54.78,2015-03-23
32.19,2015-03-26
2750,2015-04-01
2000,2015-04-01
633.55,2015-02-20
17.9,2015-05-18
1036.73,2015-04-17
533.96,2015-06-19
196,2015-05-05
768.99,2015-01-21
78.49,2015-04-15
126.6,2015-04-02
24.81,2015-04-03
2500,2015-02-25
48.52,2015-03-13
60,2015-03-26
99.92,2015-01-18
1064.25,2015-04-30
24,2015-05-20
3449.75,2015-05-05
135.13,2015-05-19
482.6,2015-03-10
3625,2015-04-15
1699.95,2015-05-22
23.65,2015-06-26
22.58,2015-06-29
823.57,2015-03-25
3029.01,2015-03-25
7.56,2015-04-20
99.05,2015-03-13
23.95,2015-03-19
1207,2015-03-03
1000,2015-02-12
100,2015-01-30
50,2015-03-16
400,2015-03-10
400,2015-05-06
354,2015-05-17
14.26,2015-02-25
316.2,2015-01-08
1000,2015-02-27
159.86,2015-03-31
178.08,2015-05-29
3400,2015-04-13
133.33,2015-01-05
59.95,2015-05-04
1592.39,2015-02-02
81.05,2015-01-26
58,2015-04-29
646.47,2015-06-12
386.99,2015-04-30
17.3,2015-06-19
138.44,2015-06-30
210,2015-05-27
630.94,2015-02-26
3500,2015-06-03
1180.11,2015-06-03
149.66,2015-03-31
39.5,2015-03-31
62,2015-01-13
250,2015-05-24
268.41,2015-04-23
225,2015-01-20
1308.02,2015-03-31
189.24,2015-06-10
1000,2015-03-04
86.1,2015-04-24
28.65,2015-04-13
75,2015-03-23
2037.61,2015-02-25
941.38,2015-06-30
2076.93,2015-02-20
2181.28,2015-04-16
29.95,2015-03-02
2100,2015-06-16
104,2015-05-05
240.3,2015-06-22
300,2015-01-30
1145.7,2015-04-30
-1399.2,2015-02-04
317.99,2015-03-31
2599.4,2015-04-23
64.34,2015-03-31
3500,2015-02-06
130,2015-04-17
17.11,2015-05-06
214.44,2015-02-22
4536.8,2015-06-01
143,2015-02-28
120.75,2015-03-10
808.69,2015-06-07
50.99,2015-01-02
2071.98,2015-02-20
40.33,2015-04-30
10.1,2015-02-18
1225,2015-06-24
250,2015-06-30
95.52,2015-06-17
1034.22,2015-04-06
6498.08,2015-02-17
118,2015-03-17
1614.53,2015-06-25
671.03,2015-03-04
88,2015-05-20
1560,2015-03-30
10.04,2015-06-13
575.59,2015-03-31
4000,2015-01-03
600,2015-04-01
4032.13,2015-01-07
161,2015-06-08
180,2015-05-15
5.13,2015-04-21
199,2015-02-26
8204.25,2015-02-13
40.77,2015-06-17
18015.51,2015-06-05
329.84,2015-05-21
3546.31,2015-01-15
15.21,2015-01-28
600,2015-05-13
110,2015-06-08
0.75,2015-06-01
1139.97,2015-05-13
38,2015-05-18
245.07,2015-03-22
50,2015-01-14
1518.3,2015-06-15
203.25,2015-03-03
30,2015-01-06
731.73,2015-03-06
625.1,2015-04-25
400,2015-02-06
154.58,2015-04-30
57.5,2015-06-30
556.4,2015-02-18
1354.82,2015-02-26
301.97,2015-02-25
676.28,2015-06-16
2.82,2015-03-30
32.91,2015-06-04
251.04,2015-01-26
724.68,2015-06-19
170.32,2015-01-09
303.09,2015-04-22
125,2015-01-13
2000,2015-06-09
3883.18,2015-01-28
500,2015-05-22
53.28,2015-05-06
600.28,2015-06-04
140,2015-04-22
801.2,2015-02-04
650,2015-05-01
250,2015-02-20
30,2015-06-25
171.38,2015-02-09
264.2,2015-01-05
323.52,2015-02-09
428.1,2015-01-05
0.59,2015-05-12
4037.31,2015-04-30
123.68,2015-06-10
57.74,2015-05-27
33.5,2015-04-30
1922.39,2015-06-30
250,2015-04-01
-300,2015-03-31
200,2015-04-16
-34.65,2015-01-20
2293.67,2015-01-15
1040,2015-05-28
239.53,2015-05-15
1355.68,2015-06-15
185.98,2015-05-13
46.16,2015-03-13
44.95,2015-02-04
29,2015-05-22
245,2015-04-07
639.2,2015-01-30
10.2,2015-06-10
3200,2015-05-06
43.45,2015-05-29
0.78,2015-06-29
250,2015-01-07
134.45,2015-04-27
225,2015-06-04
1912.45,2015-06-30
14149.99,2015-04-20
2893.88,2015-06-25
950,2015-05-08
150,2015-02-12
232.98,2015-05-12
785.29,2015-05-20
3500,2015-06-04
11.36,2015-01-18
2000,2015-04-01
30,2015-06-25
18.1,2015-05-11
757.09,2015-04-13
2010.5,2015-03-11
1000,2015-03-02
1001.92,2015-01-09
865.2,2015-05-04
489.87,2015-02-28
10.03,2015-04-11
521.2,2015-06-03
315,2015-04-30
12.65,2015-06-10
55,2015-03-02
99,2015-03-28
1.21,2015-03-03
8494.66,2015-04-23
1692.3,2015-04-02
500,2015-04-30
500,2015-06-22
52.57,2015-04-03
209.72,2015-06-27
5175.32,2015-06-19
123.1,2015-06-05
16.45,2015-06-12
1919.24,2015-02-13
75.21,2015-01-12
19.95,2015-04-01
116.06,2015-01-28
100,2015-03-25
10,2015-05-29
756.6,2015-05-28
19400,2015-01-09
3782.11,2015-03-05
15.18,2015-04-23
6233.36,2015-04-30
14.62,2015-06-25
254.25,2015-03-09
482.67,2015-05-17
63.4,2015-06-09
24352,2015-06-26
218.1,2015-05-29
75,2015-01-19
61.8,2015-02-09
1000,2015-04-15
61,2015-03-23
50,2015-05-01
234.49,2015-03-11
125,2015-02-08
693.4,2015-01-22
1431.99,2015-04-15
827.23,2015-06-30
75,2015-04-09
457.25,2015-04-30
8,2015-02-17
178.13,2015-05-14
1500,2015-02-17
840.12,2015-03-23
13500,2015-04-29
410,2015-06-08
750.58,2015-05-26
79,2015-05-27
1350,2015-02-04
2122.57,2015-05-29
150,2015-04-11
317.6,2015-04-27
425,2015-04-29
135,2015-02-23
630.94,2015-02-17
190.1,2015-02-12
90,2015-06-04
10.99,2015-03-22
174.95,2015-06-02
2026.72,2015-04-30
279.87,2015-03-09
4402.42,2015-03-12
350.71,2015-02-24
125,2015-03-29
114.75,2015-03-31
6430.23,2015-05-15
1964.74,2015-01-02
100,2015-03-02
5539.55,2015-01-15
100,2015-04-15
119.49,2015-01-26
1886.92,2015-03-31
251.39,2015-04-02
262.85,2015-04-01
3500,2015-06-01
300,2015-06-15
925.57,2015-05-11
59.33,2015-04-12
-225,2015-02-27
702.44,2015-05-13
250,2015-01-06
4041,2015-02-27
3550,2015-06-04
1320.14,2015-03-02
70,2015-05-13
1386.16,2015-04-15
9,2015-02-17
68.76,2015-02-12
88.52,2015-02-13
61.7,2015-06-02
750,2015-03-10
3075.45,2015-06-30
429.68,2015-06-09
139.95,2015-03-27
150,2015-03-19
1330.36,2015-01-15
1290.77,2015-04-16
26.65,2015-03-03
66.41,2015-04-29
300,2015-05-25
1769.75,2015-01-27
176.2,2015-03-17
-1028.36,2015-04-02
102,2015-02-02
375,2015-05-15
7151.79,2015-06-03
1.31,2015-05-08
40.76,2015-05-20
1631.25,2015-06-19
197.11,2015-01-12
205,2015-01-26
421.4,2015-06-26
415.79,2015-03-31
25.07,2015-05-29
95.24,2015-03-06
121.95,2015-03-27
102.4,2015-01-09
10549.5,2015-05-27
31.27,2015-02-12
225,2015-03-11
14.8,2015-04-27
133.34,2015-01-05
5000,2015-02-27
67.43,2015-05-05
785.07,2015-06-07
155.27,2015-04-01
30.95,2015-03-23
1650,2015-02-19
27.05,2015-04-22
1954.53,2015-03-17
1235.89,2015-06-01
356.87,2015-04-30
10.92,2015-01-29
60.45,2015-04-27
50,2015-01-08
305,2015-05-29
132.06,2015-06-22
662,2015-01-26
1135.65,2015-02-09
150,2015-01-06
193523.81,2015-04-29
17.1,2015-01-13
2500,2015-05-06
2150,2015-02-17
1125,2015-06-26
1038.06,2015-05-29
1500,2015-02-12
27,2015-01-31
49,2015-03-25
245,2015-01-28
161.5,2015-01-05
1694.86,2015-03-02
64.69,2015-04-12
210,2015-04-01
599,2015-02-05
11.5,2015-01-28
698.34,2015-05-14
5326.33,2015-04-30
130.48,2015-01-13
1291.31,2015-04-29
2471.18,2015-02-13
516.2,2015-06-26
22.4,2015-05-14
69.5,2015-04-23
1525.61,2015-05-29
50,2015-06-30
1457.33,2015-02-15
1955.1,2015-06-24
65,2015-01-21
27834.86,2015-06-23
315.94,2015-06-03
7.95,2015-05-20
272.14,2015-02-02
2698,2015-04-20
2500,2015-06-15
9364.97,2015-05-15
4760.6,2015-02-19
283.29,2015-05-04
6433.92,2015-04-30
303,2015-03-09
4634.69,2015-02-12
2878.11,2015-05-15
722.63,2015-05-11
292.5,2015-01-28
100,2015-02-08
188.54,2015-04-27
100,2015-02-21
29.64,2015-05-11
7.95,2015-05-12
4500,2015-06-13
310,2015-02-26
70,2015-05-19
2735,2015-04-14
700,2015-06-01
152.91,2015-06-18
116.34,2015-05-04
6.5,2015-03-31
300,2015-06-12
463.25,2015-04-01
1261.39,2015-03-27
45.86,2015-06-12
1335.58,2015-06-03
1766.71,2015-05-15
500,2015-04-27
15.15,2015-03-09
1764.22,2015-04-15
798,2015-03-09
2400,2015-01-21
6649.14,2015-01-30
50.32,2015-05-21
25,2015-06-17
10.59,2015-03-12
100,2015-06-26
1500,2015-03-13
706.79,2015-01-28
26.29,2015-05-31
30,2015-06-25
223.25,2015-05-26
577.58,2015-04-01
168.88,2015-05-05
10.25,2015-03-23
100,2015-03-05
513.27,2015-04-30
940.69,2015-03-02
500,2015-05-08
1000,2015-04-15
1484,2015-05-22
37.01,2015-06-22
20,2015-01-08
30,2015-05-15
15,2015-04-30
50.9,2015-06-10
130.58,2015-06-23
117,2015-02-19
15.58,2015-02-23
204,2015-01-14
261.7,2015-05-29
18.5,2015-05-20
1436.78,2015-04-15
400,2015-04-20
1.8,2015-05-26
162,2015-01-05
2921,2015-04-02
60,2015-05-29
1675.82,2015-03-13
132.68,2015-01-12
6667,2015-06-10
116,2015-01-30
0.02,2015-05-12
30,2015-06-09
380.73,2015-06-26
28,2015-02-03
6498.83,2015-03-31
15.55,2015-04-23
1007.1,2015-03-21
9.04,2015-02-02
145.82,2015-06-10
100,2015-02-07
40.85,2015-03-03
14.82,2015-03-26
6150,2015-05-21
23.41,2015-01-14
24397.52,2015-05-13
495,2015-04-30
3000,2015-03-25
32.57,2015-01-13
3154.85,2015-06-11
386.5,2015-06-30
100,2015-03-06
245.91,2015-01-08
384.6,2015-06-18
25000,2015-06-02
153,2015-06-30
100,2015-01-18
3600,2015-04-03
2436.7,2015-02-27
3000,2015-05-05
7500,2015-05-06
2250,2015-05-13
526.07,2015-03-31
88.98,2015-01-31
28.5,2015-03-04
801.04,2015-06-11
55,2015-06-23
184.3,2015-01-27
1798.78,2015-05-08
2300,2015-01-12
250,2015-04-02
1500,2015-03-03
14.19,2015-02-07
330.91,2015-03-10
49,2015-06-15
1840.16,2015-05-01
1805.06,2015-05-29
49.95,2015-03-27
26.98,2015-04-29
626.38,2015-06-05
768.96,2015-02-27
61.45,2015-01-14
177,2015-04-22
54,2015-05-08
297.11,2015-01-14
635.96,2015-04-13
500,2015-03-02
39.9,2015-05-05
100,2015-06-10
13.8,2015-06-17
30,2015-06-15
10.15,2015-05-19
308.6,2015-03-10
34.95,2015-05-04
10000,2015-06-18
4128.58,2015-05-30
2887.34,2015-05-29
234,2015-06-30
548.46,2015-04-12
13.18,2015-06-11
156.3,2015-05-18
774.78,2015-04-02
215.95,2015-05-20
39.83,2015-06-03
8.37,2015-03-03
266,2015-01-22
2176.62,2015-01-14
199.9,2015-02-24
337.34,2015-06-08
400,2015-06-02
15,2015-03-23
20,2015-06-08
174.04,2015-06-30
50.9,2015-05-15
1166.14,2015-04-22
6645.39,2015-06-16
27.85,2015-04-27
1630.08,2015-02-06
14.49,2015-06-23
171,2015-03-30
2.97,2015-05-07
2710.88,2015-04-10
300,2015-02-23
2777.42,2015-01-15
8.5,2015-01-28
15,2015-06-30
3292.21,2015-02-15
1159.25,2015-02-23
3042.96,2015-05-04
4000,2015-02-12
350,2015-04-09
37.56,2015-02-24
148.41,2015-06-03
2,2015-02-02
1253.18,2015-05-01
623.01,2015-06-24
83.89,2015-01-14
1199.08,2015-04-02
58.06,2015-01-12
115,2015-06-08
200,2015-02-16
384.91,2015-01-25
16.13,2015-05-21
300,2015-06-04
2290.54,2015-06-25
2000,2015-04-14
250,2015-02-21
500,2015-06-18
68.57,2015-02-23
1885.63,2015-04-28
79.82,2015-06-11
500,2015-03-03
345.16,2015-03-31
5.27,2015-06-22
6629.03,2015-06-15
211.3,2015-04-30
38.64,2015-02-17
571.94,2015-04-03
9.75,2015-06-01
23.31,2015-05-15
25.42,2015-05-01
124.15,2015-01-14
3500,2015-05-01
400,2015-06-16
3.5,2015-05-21
63.49,2015-02-02
3383.11,2015-05-29
275.91,2015-06-17
28363.43,2015-04-22
85.8,2015-03-23
0.9,2015-06-13
1.1,2015-02-03
125,2015-04-20
150,2015-01-05
560,2015-03-26
449.97,2015-05-05
2027.22,2015-06-30
128,2015-01-02
299.59,2015-04-18
6.18,2015-02-26
149,2015-06-30
320.9,2015-03-17
3378.03,2015-06-30
971.54,2015-04-01
1886.25,2015-04-20
700,2015-06-01
31.4,2015-06-11
300.97,2015-03-03
19.19,2015-06-18
292.22,2015-06-07
6531.74,2015-05-28
100,2015-04-11
92.94,2015-05-04
380.55,2015-02-02
